ORDERNUMBER,QUANTITYORDERED,PRICEEACH,Stock value,SALES,Profit,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,CITY,STATE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10236,23,55.72,1281.56,1281.56,0,04-03-2004 00:00,Shipped,2,4,2004,Motorcycles,S18_2625,Motor Mint Distributors Inc.,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Small
10251,29,61.18,1774.22,1774.22,0,5/18/2004 0:00,Shipped,2,5,2004,Motorcycles,S18_2625,Tekni Collectables Inc.,2015559350,Newark,NJ,USA,Brown,William,Small
10263,34,58.75,1997.5,1997.5,0,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,S18_2625,Gift Depot Inc.,2035552570,Bridgewater,CT,USA,King,Julie,Small
10275,37,63.6,2353.2,2353.2,0,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,S18_2625,La Rochelle Gifts,40.67.8555,Nantes,Nantes,France,Labrune,Janine,Small
10285,20,49.06,981.2,981.2,0,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,S18_2625,Marta's Replicas Co.,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
10298,32,48.46,1550.72,1550.72,0,9/27/2004 0:00,Shipped,3,9,2004,Motorcycles,S18_2625,Atelier graphique,40.32.2555,Nantes,Nantes,France,Schmitt,Carine,Small
10308,34,52.09,1771.06,1771.06,0,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,S18_2625,Mini Classics,9145554562,White Plains,NY,USA,Frick,Steve,Small
10318,42,52.7,2213.4,2213.4,0,11-02-2004 00:00,Shipped,4,11,2004,Motorcycles,S18_2625,Diecast Classics Inc.,2155551555,Allentown,PA,USA,Yu,Kyung,Small
10329,38,100,3800,5266.04,1466.04,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,S18_2625,Land of Toys Inc.,2125557818,NYC,NY,USA,Yu,Kwai,Medium
10339,30,62.16,1864.8,1864.8,0,11/23/2004 0:00,Shipped,4,11,2004,Motorcycles,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Small
10362,23,49.67,1142.41,1142.41,0,01-05-2005 00:00,Shipped,1,1,2005,Motorcycles,S18_2625,Technics Stores Inc.,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
10374,22,53.3,1172.6,1172.6,0,02-02-2005 00:00,Shipped,1,2,2005,Motorcycles,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Small
10389,39,100,3900,6981,3081,03-03-2005 00:00,Shipped,1,3,2005,Motorcycles,S18_2625,Scandinavian Gift Ideas,0695-34 6555,Boras,Boras,Sweden,Larsson,Maria,Medium
10402,55,55.72,3064.6,3064.6,0,04-07-2005 00:00,Shipped,2,4,2005,Motorcycles,S18_2625,Auto Canal Petit,(1) 47.55.6555,Paris,Paris,France,Perrier,Dominique,Medium
10417,36,61.18,2202.48,2202.48,0,5/13/2005 0:00,Disputed,2,5,2005,Motorcycles,S18_2625,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Small
10101,26,100,2600,3773.38,1173.38,01-09-2003 00:00,Shipped,1,1,2003,Vintage Cars,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Frankfurt,Frankfurt,Germany,Keitel,Roland,Medium
10110,31,100,3100,5074.39,1974.39,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,S18_2795,"AV Stores, Co.",(171) 555-1555,Manchester,Manchester,UK,Ashworth,Victoria,Medium
10125,34,100,3400,6483.46,3083.46,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,S18_2795,"Australian Collectors, Co.",03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
10139,41,100,4100,7956.46,3856.46,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Large
10149,23,100,2300,4230.62,1930.62,09-12-2003 00:00,Shipped,3,9,2003,Vintage Cars,S18_2795,Signal Collectibles Ltd.,4155554312,Brisbane,CA,USA,Taylor,Sue,Medium
10162,48,100,4800,7209.12,2409.12,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,S18_2795,Corporate Gift Ideas Co.,6505551386,San Francisco,CA,USA,Brown,Julie,Large
10173,22,100,2200,3452.68,1252.68,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,S18_2795,Rovelli Gifts,035-640555,Bergamo,Bergamo,Italy,Rovelli,Giovanni,Medium
10182,21,100,2100,3047.73,947.73,11-12-2003 00:00,Shipped,4,11,2003,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
10193,22,100,2200,3675.32,1475.32,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Medium
10205,40,100,4000,7492.4,3492.4,12-03-2003 00:00,Shipped,4,12,2003,Vintage Cars,S18_2795,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Large
10214,50,100,5000,9534.5,4534.5,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Madrid,Spain,Sommer,Mart¡n,Large
10227,29,100,2900,5579.02,2679.02,03-02-2004 00:00,Shipped,1,3,2004,Vintage Cars,S18_2795,"Saveley & Henriot, Co.",78.32.5555,Lyon,Lyon,France,Saveley,Mary,Medium
10244,43,100,4300,5950.34,1650.34,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,S18_2795,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Medium
10255,24,100,2400,3726,1326,06-04-2004 00:00,Shipped,2,6,2004,Vintage Cars,S18_2795,Mini Caravy,88.60.1555,Strasbourg,Strasbourg,France,Citeaux,Frederique,Medium
10280,22,100,2200,4455,2255,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,S18_2795,Amica Models & Co.,011-4988555,Torino,Torino,Italy,Accorti,Paolo,Medium
10289,43,100,4300,8272.34,3972.34,09-03-2004 00:00,Shipped,3,9,2004,Vintage Cars,S18_2795,Herkku Gifts,+47 2267 3215,Bergen,Bergen,Norway,Oeztan,Veysel,Large
10304,20,100,2000,3577.6,1577.6,10-11-2004 00:00,Shipped,4,10,2004,Vintage Cars,S18_2795,Auto Assoc. & Cie.,30.59.8555,Versailles,Versailles,France,Tonini,Daniel,Medium
10312,25,100,2500,3881.25,1381.25,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
10322,36,100,3600,5797.44,2197.44,11-04-2004 00:00,Shipped,4,11,2004,Vintage Cars,S18_2795,Online Diecast Creations Co.,6035558647,Nashua,NH,USA,Young,Valarie,Medium
10332,24,52.67,1264.08,1264.08,0,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,S18_2795,"AV Stores, Co.",(171) 555-1555,Manchester,Manchester,UK,Ashworth,Victoria,Small
10347,21,100,2100,4815.3,2715.3,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,S18_2795,"Australian Collectors, Co.",03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
10356,30,100,3000,4462.2,1462.2,12-09-2004 00:00,Shipped,4,12,2004,Vintage Cars,S18_2795,Lyon Souveniers,+33 1 46 62 7555,Paris,Paris,France,Da Cunha,Daniel,Medium
10367,32,94.79,3033.28,3033.28,0,01-12-2005 00:00,Resolved,1,1,2005,Vintage Cars,S18_2795,Toys4GrownUps.com,6265557265,Pasadena,CA,USA,Young,Julie,Medium
10380,21,47.18,990.78,990.78,0,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,S18_2795,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Small
10390,26,78.11,2030.86,2030.86,0,03-04-2005 00:00,Shipped,1,3,2005,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
10421,35,100,3500,5433.75,1933.75,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
10109,26,100,2600,3157.44,557.44,03-10-2003 00:00,Shipped,1,3,2003,Classic Cars,S18_2870,Motor Mint Distributors Inc.,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
10123,46,100,4600,5161.2,561.2,5/20/2003 0:00,Shipped,2,5,2003,Classic Cars,S18_2870,Atelier graphique,40.32.2555,Nantes,Nantes,France,Schmitt,Carine,Medium
10137,37,100,3700,4346.76,646.76,07-10-2003 00:00,Shipped,3,7,2003,Classic Cars,S18_2870,Reims Collectables,26.47.1555,Reims,Reims,France,Henriot,Paul,Medium
10148,27,100,2700,3528.36,828.36,09-11-2003 00:00,Shipped,3,9,2003,Classic Cars,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
10161,23,100,2300,3187.8,887.8,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,S18_2870,Heintze Collectables,86 21 3555,Aaarhus,Aaarhus,Denmark,Ibsen,Palle,Medium
10172,39,100,3900,6023.16,2123.16,11-05-2003 00:00,Shipped,4,11,2003,Classic Cars,S18_2870,Gift Depot Inc.,2035552570,Bridgewater,CT,USA,King,Julie,Medium
10181,27,100,2700,3884.76,1184.76,11-12-2003 00:00,Shipped,4,11,2003,Classic Cars,S18_2870,Herkku Gifts,+47 2267 3215,Bergen,Bergen,Norway,Oeztan,Veysel,Medium
10192,38,100,3800,4965.84,1165.84,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,S18_2870,Online Diecast Creations Co.,6035558647,Nashua,NH,USA,Young,Valarie,Medium
10204,27,100,2700,4169.88,1469.88,12-02-2003 00:00,Shipped,4,12,2003,Classic Cars,S18_2870,Muscle Machine Inc,2125557413,NYC,NY,USA,Young,Jeff,Medium
10212,40,100,4000,4910.4,910.4,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,S18_2870,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Medium
10226,24,100,2400,3231.36,831.36,2/26/2004 0:00,Shipped,1,2,2004,Classic Cars,S18_2870,Collectable Mini Designs Co.,7605558146,San Diego,CA,USA,Thompson,Valarie,Medium
10241,44,100,4400,6853.44,2453.44,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,S18_2870,Mini Caravy,88.60.1555,Strasbourg,Strasbourg,France,Citeaux,Frederique,Medium
10253,37,100,3700,5177.04,1477.04,06-01-2004 00:00,Cancelled,2,6,2004,Classic Cars,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,Liverpool,UK,Devon,Elizabeth,Medium
10266,20,100,2000,2824.8,824.8,07-06-2004 00:00,Shipped,3,7,2004,Classic Cars,S18_2870,L'ordine Souveniers,0522-556555,Reggio Emilia,Reggio Emilia,Italy,Moroni,Maurizio,Small
10278,39,100,3900,4324.32,424.32,08-06-2004 00:00,Shipped,3,8,2004,Classic Cars,S18_2870,Signal Gift Stores,7025551838,Las Vegas,NV,USA,King,Sue,Medium
10287,44,100,4400,5052.96,652.96,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,S18_2870,"Vida Sport, Ltd",0897-034555,Gensve,Gensve,Switzerland,Holz,Michael,Medium
10301,22,100,2200,3223.44,1023.44,10-05-2003 00:00,Shipped,4,10,2003,Classic Cars,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,Oslo,Norway,Klaeboe,Jan,Medium
10311,43,100,4300,5278.68,978.68,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,S18_2870,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Medium
10321,27,100,2700,2851.2,151.2,11-04-2004 00:00,Shipped,4,11,2004,Classic Cars,S18_2870,FunGiftIdeas.com,5085552555,New Bedford,MA,USA,Benitez,Violeta,Small
10331,26,64.9,1687.4,1687.4,0,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,S18_2870,Motor Mint Distributors Inc.,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Small
10343,25,52.32,1308,1308,0,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,S18_2870,Reims Collectables,26.47.1555,Reims,Reims,France,Henriot,Paul,Small
10366,49,100,4900,6144.6,1244.6,01-10-2005 00:00,Shipped,1,1,2005,Classic Cars,S18_2870,Royale Belge,(071) 23 67 2555,Charleroi,Charleroi,Belgium,Cartrain,Pascale,Medium
10379,29,100,2900,5127.2,2227.2,02-10-2005 00:00,Shipped,1,2,2005,Classic Cars,S18_2870,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Medium
10407,41,100,4100,6386.16,2286.16,4/22/2005 0:00,On Hold,2,4,2005,Classic Cars,S18_2870,The Sharp Gifts Warehouse,4085553659,San Jose,CA,USA,Frick,Sue,Medium
10419,55,100,5500,7695.6,2195.6,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,S18_2870,Salzburg Collectables,6562-9555,Salzburg,Salzburg,Austria,Pipps,Georg,Large
10103,27,83.07,2242.89,2242.89,0,1/29/2003 0:00,Shipped,1,1,2003,Vintage Cars,S18_2949,Baane Mini Imports,07-98 9555,Stavern,Stavern,Norway,Bergulfsen,Jonas,Small
10112,23,100,2300,2539.89,239.89,3/24/2003 0:00,Shipped,1,3,2003,Vintage Cars,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Lule,Lule,Sweden,Berglund,Christina,Small
10126,31,90.17,2795.27,2795.27,0,5/28/2003 0:00,Shipped,2,5,2003,Vintage Cars,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Madrid,Spain,Sommer,Mart¡n,Small
10139,46,100,4600,5545.76,945.76,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
10150,47,91.18,4285.46,4285.46,0,9/19/2003 0:00,Shipped,3,9,2003,Vintage Cars,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,Singapore,Singapore,Natividad,Eric,Medium
10163,31,100,3100,3329.09,229.09,10/20/2003 0:00,Shipped,4,10,2003,Vintage Cars,S18_2949,Classic Legends Inc.,2125558493,NYC,NY,USA,Hernandez,Maria,Medium
10174,46,100,4600,5592.22,992.22,11-06-2003 00:00,Shipped,4,11,2003,Vintage Cars,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Medium
10183,37,89.15,3298.55,3298.55,0,11/13/2003 0:00,Shipped,4,11,2003,Vintage Cars,S18_2949,"Classic Gift Ideas, Inc",2155554695,Philadelphia,PA,USA,Cervantes,Francisca,Medium
10193,28,93.21,2609.88,2609.88,0,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
10206,37,90.17,3336.29,3336.29,0,12-05-2003 00:00,Shipped,4,12,2003,Vintage Cars,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Medium
10215,49,100,4900,5510.05,610.05,1/29/2004 0:00,Shipped,1,1,2004,Vintage Cars,S18_2949,West Coast Collectables Co.,3105553722,Burbank,CA,USA,Thompson,Steve,Medium
10228,24,100,2400,2504.4,104.4,03-10-2004 00:00,Shipped,1,3,2004,Vintage Cars,S18_2949,Cambridge Collectables Co.,6175555555,Cambridge,MA,USA,Tseng,Kyung,Small
10244,30,100,3000,3525.6,525.6,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,S18_2949,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Medium
10257,50,88.14,4407,4407,0,6/14/2004 0:00,Shipped,2,6,2004,Vintage Cars,S18_2949,The Sharp Gifts Warehouse,4085553659,San Jose,CA,USA,Frick,Sue,Medium
10270,31,96.24,2983.44,2983.44,0,7/19/2004 0:00,Shipped,3,7,2004,Vintage Cars,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
10280,46,100,4600,5126.24,526.24,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,S18_2949,Amica Models & Co.,011-4988555,Torino,Torino,Italy,Accorti,Paolo,Medium
10291,47,100,4700,5713.79,1013.79,09-08-2004 00:00,Shipped,3,9,2004,Vintage Cars,S18_2949,Scandinavian Gift Ideas,0695-34 6555,Boras,Boras,Sweden,Larsson,Maria,Medium
10304,46,100,4600,4613.8,13.8,10-11-2004 00:00,Shipped,4,10,2004,Vintage Cars,S18_2949,Auto Assoc. & Cie.,30.59.8555,Versailles,Versailles,France,Tonini,Daniel,Medium
10312,37,100,3700,3711.1,11.1,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
10322,33,100,3300,3524.73,224.73,11-04-2004 00:00,Shipped,4,11,2004,Vintage Cars,S18_2949,Online Diecast Creations Co.,6035558647,Nashua,NH,USA,Young,Valarie,Medium
10333,31,90.17,2795.27,2795.27,0,11/18/2004 0:00,Shipped,4,11,2004,Vintage Cars,S18_2949,Mini Wheels Co.,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
10347,48,100,4800,4814.4,14.4,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,S18_2949,"Australian Collectors, Co.",03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
10357,41,87.13,3572.33,3572.33,0,12-10-2004 00:00,Shipped,4,12,2004,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
10369,42,100,4200,4581.36,381.36,1/20/2005 0:00,Shipped,1,1,2005,Vintage Cars,S18_2949,Collectables For Less Inc.,6175558555,Brickhaven,MA,USA,Nelson,Allen,Medium
10381,41,100,4100,4319.76,219.76,2/17/2005 0:00,Shipped,1,2,2005,Vintage Cars,S18_2949,Corporate Gift Ideas Co.,6505551386,San Francisco,CA,USA,Brown,Julie,Medium
10391,32,45.25,1448,1448,0,03-09-2005 00:00,Shipped,1,3,2005,Vintage Cars,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
10423,10,88.14,881.4,881.4,0,5/30/2005 0:00,In Process,2,5,2005,Vintage Cars,S18_2949,Petit Auto,(02) 5554 67,Bruxelles,Bruxelles,Belgium,Dewey,Catherine,Small
10103,35,57.46,2011.1,2011.1,0,1/29/2003 0:00,Shipped,1,1,2003,Vintage Cars,S18_2957,Baane Mini Imports,07-98 9555,Stavern,Stavern,Norway,Bergulfsen,Jonas,Small
10111,28,64.33,1801.24,1801.24,0,3/25/2003 0:00,Shipped,1,3,2003,Vintage Cars,S18_2957,Mini Wheels Co.,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
10126,46,73.7,3390.2,3390.2,0,5/28/2003 0:00,Shipped,2,5,2003,Vintage Cars,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Madrid,Spain,Sommer,Mart¡n,Medium
10139,20,71.2,1424,1424,0,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
10150,30,49.97,1499.1,1499.1,0,9/19/2003 0:00,Shipped,3,9,2003,Vintage Cars,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,Singapore,Singapore,Natividad,Eric,Small
10163,48,69.96,3358.08,3358.08,0,10/20/2003 0:00,Shipped,4,10,2003,Vintage Cars,S18_2957,Classic Legends Inc.,2125558493,NYC,NY,USA,Hernandez,Maria,Medium
10173,28,53.72,1504.16,1504.16,0,11-05-2003 00:00,Shipped,4,11,2003,Vintage Cars,S18_2957,Rovelli Gifts,035-640555,Bergamo,Bergamo,Italy,Rovelli,Giovanni,Small
10183,39,68.08,2655.12,2655.12,0,11/13/2003 0:00,Shipped,4,11,2003,Vintage Cars,S18_2957,"Classic Gift Ideas, Inc",2155554695,Philadelphia,PA,USA,Cervantes,Francisca,Small
10193,24,51.84,1244.16,1244.16,0,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
10206,28,67.46,1888.88,1888.88,0,12-05-2003 00:00,Shipped,4,12,2003,Vintage Cars,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Small
10215,31,58.71,1820.01,1820.01,0,1/29/2004 0:00,Shipped,1,1,2004,Vintage Cars,S18_2957,West Coast Collectables Co.,3105553722,Burbank,CA,USA,Thompson,Steve,Small
10228,45,63.71,2866.95,2866.95,0,03-10-2004 00:00,Shipped,1,3,2004,Vintage Cars,S18_2957,Cambridge Collectables Co.,6175555555,Cambridge,MA,USA,Tseng,Kyung,Small
10244,24,58.09,1394.16,1394.16,0,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,S18_2957,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Small
10257,49,53.72,2632.28,2632.28,0,6/14/2004 0:00,Shipped,2,6,2004,Vintage Cars,S18_2957,The Sharp Gifts Warehouse,4085553659,San Jose,CA,USA,Frick,Sue,Small
10269,32,63.08,2018.56,2018.56,0,7/16/2004 0:00,Shipped,3,7,2004,Vintage Cars,S18_2957,Salzburg Collectables,6562-9555,Salzburg,Salzburg,Austria,Pipps,Georg,Small
10280,43,68.71,2954.53,2954.53,0,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,S18_2957,Amica Models & Co.,011-4988555,Torino,Torino,Italy,Accorti,Paolo,Small
10291,37,50.59,1871.83,1871.83,0,09-08-2004 00:00,Shipped,3,9,2004,Vintage Cars,S18_2957,Scandinavian Gift Ideas,0695-34 6555,Boras,Boras,Sweden,Larsson,Maria,Small
10304,24,64.96,1559.04,1559.04,0,10-11-2004 00:00,Shipped,4,10,2004,Vintage Cars,S18_2957,Auto Assoc. & Cie.,30.59.8555,Versailles,Versailles,France,Tonini,Daniel,Small
10312,35,53.72,1880.2,1880.2,0,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
10322,41,29.87,1224.67,1224.67,0,11-04-2004 00:00,Shipped,4,11,2004,Vintage Cars,S18_2957,Online Diecast Creations Co.,6035558647,Nashua,NH,USA,Young,Valarie,Small
10332,26,100,2600,2979.08,379.08,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,S18_2957,"AV Stores, Co.",(171) 555-1555,Manchester,Manchester,UK,Ashworth,Victoria,Small
10347,34,64.96,2208.64,2208.64,0,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,S18_2957,"Australian Collectors, Co.",03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
10357,49,70.58,3458.42,3458.42,0,12-10-2004 00:00,Shipped,4,12,2004,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
10369,28,44.21,1237.88,1237.88,0,1/20/2005 0:00,Shipped,1,1,2005,Vintage Cars,S18_2957,Collectables For Less Inc.,6175558555,Brickhaven,MA,USA,Nelson,Allen,Small
10381,40,68.08,2723.2,2723.2,0,2/17/2005 0:00,Shipped,1,2,2005,Vintage Cars,S18_2957,Corporate Gift Ideas Co.,6505551386,San Francisco,CA,USA,Brown,Julie,Small
10392,37,59.96,2218.52,2218.52,0,03-10-2005 00:00,Shipped,1,3,2005,Vintage Cars,S18_2957,Mini Auto Werke,7675-3555,Graz,Graz,Austria,Mendel,Roland,Small
10423,31,53.72,1665.32,1665.32,0,5/30/2005 0:00,In Process,2,5,2005,Vintage Cars,S18_2957,Petit Auto,(02) 5554 67,Bruxelles,Bruxelles,Belgium,Dewey,Catherine,Small
10106,41,83.44,3421.04,3421.04,0,2/17/2003 0:00,Shipped,1,2,2003,Ships,S18_3029,Rovelli Gifts,035-640555,Bergamo,Bergamo,Italy,Rovelli,Giovanni,Medium
10119,21,89.46,1878.66,1878.66,0,4/28/2003 0:00,Shipped,2,4,2003,Ships,S18_3029,Salzburg Collectables,6562-9555,Salzburg,Salzburg,Austria,Pipps,Georg,Small
10130,40,96.34,3853.6,3853.6,0,6/16/2003 0:00,Shipped,2,6,2003,Ships,S18_3029,Auto-Moto Classics Inc.,6175558428,Brickhaven,MA,USA,Taylor,Leslie,Medium
10143,46,74.84,3442.64,3442.64,0,08-10-2003 00:00,Shipped,3,8,2003,Ships,S18_3029,Mini Creations Ltd.,5085559555,New Bedford,MA,USA,Tam,Wing C,Medium
10155,44,79.14,3482.16,3482.16,0,10-06-2003 00:00,Shipped,4,10,2003,Ships,S18_3029,"Toys of Finland, Co.",90-224 8555,Helsinki,Helsinki,Finland,Karttunen,Matti,Medium
10167,46,73.12,3363.52,3363.52,0,10/23/2003 0:00,Cancelled,4,10,2003,Ships,S18_3029,Scandinavian Gift Ideas,0695-34 6555,Boras,Boras,Sweden,Larsson,Maria,Medium
10178,41,81.72,3350.52,3350.52,0,11-08-2003 00:00,Shipped,4,11,2003,Ships,S18_3029,Alpha Cognac,61.77.6555,Toulouse,Toulouse,France,Roulet,Annette,Medium
10186,32,89.46,2862.72,2862.72,0,11/14/2003 0:00,Shipped,4,11,2003,Ships,S18_3029,"Double Decker Gift Stores, Ltd",(171) 555-7555,London,London,UK,Hardy,Thomas,Small
10197,46,87.74,4036.04,4036.04,0,11/26/2003 0:00,Shipped,4,11,2003,Ships,S18_3029,Enaco Distributors,(93) 203 4555,Barcelona,Barcelona,Spain,Saavedra,Eduardo,Medium
10209,28,100,2800,2817.92,17.92,01-09-2004 00:00,Shipped,1,1,2004,Ships,S18_3029,"Men 'R' US Retailers, Ltd.",2155554369,Los Angeles,CA,USA,Chandler,Michael,Small
10222,49,94.62,4636.38,4636.38,0,2/19/2004 0:00,Shipped,1,2,2004,Ships,S18_3029,Collectable Mini Designs Co.,7605558146,San Diego,CA,USA,Thompson,Valarie,Medium
10248,21,73.98,1553.58,1553.58,0,05-07-2004 00:00,Cancelled,2,5,2004,Ships,S18_3029,Land of Toys Inc.,2125557818,NYC,NY,USA,Yu,Kwai,Small
10262,32,84.3,2697.6,2697.6,0,6/24/2004 0:00,Cancelled,2,6,2004,Ships,S18_3029,Euro Shopping Channel,(91) 555 94 44,Madrid,Madrid,Spain,Freyre,Diego,Small
10273,34,98.06,3334.04,3334.04,0,7/21/2004 0:00,Shipped,3,7,2004,Ships,S18_3029,Petit Auto,(02) 5554 67,Bruxelles,Bruxelles,Belgium,Dewey,Catherine,Medium
