Dealer Code,Dealer Name,State,City,Credit Days,Active Status,total_revenue,total_quantity,last_order_date,first_order_date,order_count,has_active_sauda,sku_diversity,days_since_last_order,avg_order_value,open_order_value,oo_total_qty,oo_dispatched_qty,pending_dispatch_qty,open_order_count,dispatch_ratio,outstanding_amount,amount_collected,pp_total_order_value,pending_invoice_count,collection_ratio,pending_collection_pct,is_dormant,is_reactivation_candidate,is_high_value,actions,priority_score
DLR1104,Dealer_1104,MP,Chennai,21,Active,498575,3228,2026-03-12,2025-04-18,20,False,4,39,24928.75,70041.0,475.0,466.0,9.0,2.0,0.9810526315789474,40009.74,57106.259999999995,97116.0,3.0,0.5880211293710613,0.41197887062893856,True,False,False,"['Call dealer', 'Follow up for collection']",54.37992136842105
DLR1308,Dealer_1308,Gujarat,Patna,14,Active,439344,2681,2026-03-13,2025-04-21,17,False,4,38,25843.764705882353,10380.0,60.0,47.0,13.0,1.0,0.7833333333333333,0.0,,,0.0,0.0,0.0,True,False,False,"['Call dealer', 'Follow up for dispatch']",54.333333333333336
DLR1348,Dealer_1348,UP,Bengaluru,14,Active,430492,2639,2026-01-26,2025-04-24,15,False,4,84,28699.466666666667,0.0,,,0.0,0.0,0.0,42122.09,91617.91,133740.0,4.0,0.6850449379392852,0.3149550620607148,True,False,False,"['Call dealer', 'Follow up for collection']",54.212209
DLR1260,Dealer_1260,Rajasthan,Kolkata,14,Active,511491,3174,2026-03-15,2025-04-27,22,False,4,36,23249.590909090908,13626.0,87.0,79.0,8.0,2.0,0.9080459770114943,23137.27,15488.73,38626.0,1.0,0.40099233676798013,0.5990076632320199,True,False,False,"['Call dealer', 'Follow up for collection']",54.152807459770116
DLR1178,Dealer_1178,UP,Bhubaneswar,35,Active,308944,1898,2026-03-18,2025-04-14,11,False,4,33,28085.81818181818,26820.0,149.0,133.0,16.0,1.0,0.8926174496644296,20017.56,49306.44,69324.0,2.0,0.7112463216202182,0.2887536783797819,True,False,False,"['Call dealer', 'Follow up for collection']",54.14940700671141
DLR1103,Dealer_1103,Jharkhand,Ranchi,14,Active,369181,2389,2026-03-18,2025-04-24,18,True,4,33,20510.055555555555,39298.0,225.0,196.0,29.0,2.0,0.8711111111111111,14280.91,10469.09,24750.0,1.0,0.42299353535353534,0.5770064646464647,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",54.00586877777778
DLR1201,Dealer_1201,Maharashtra,Bengaluru,21,Active,504183,3214,2026-03-14,2025-04-07,21,False,4,37,24008.714285714286,41072.0,240.0,212.0,28.0,2.0,0.8833333333333333,16664.31,48203.69,64868.0,3.0,0.7431043041253006,0.2568956958746994,True,False,False,"['Call dealer', 'Follow up for collection']",53.99976433333334
DLR1058,Dealer_1058,West Bengal,Indore,21,Active,437980,2776,2026-03-17,2025-05-10,18,True,4,34,24332.222222222223,42079.0,261.0,228.0,33.0,2.0,0.8735632183908046,14401.19,16444.81,30846.0,1.0,0.5331261751928937,0.46687382480710626,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",53.96885463218391
DLR1461,Dealer_1461,Assam,Kolkata,35,Active,549299,3338,2026-02-19,2025-04-29,17,False,4,60,32311.70588235294,47685.0,294.0,251.0,43.0,3.0,0.8537414965986394,9971.14,18144.86,28116.0,1.0,0.6453570920472329,0.3546429079527671,True,False,False,"['Call dealer', 'Follow up for collection']",53.92228406802722
DLR1012,Dealer_1012,Tamil Nadu,Bengaluru,35,Active,254784,1617,2025-12-30,2025-06-07,11,False,3,111,23162.18181818182,28896.0,194.0,165.0,29.0,2.0,0.8505154639175257,8701.32,20278.68,28980.0,1.0,0.6997474120082816,0.3002525879917184,True,False,False,"['Call dealer', 'Follow up for collection']",53.859822721649486
DLR1390,Dealer_1390,UP,Bengaluru,35,Active,435804,2631,2026-03-10,2025-04-11,15,False,4,41,29053.6,39776.0,234.0,222.0,12.0,2.0,0.9487179487179487,27992.159999999996,41727.84,69720.0,2.0,0.5985060240963855,0.4014939759036144,True,False,False,"['Call dealer', 'Follow up for collection']",53.82485702564103
DLR1432,Dealer_1432,Maharashtra,Jaipur,21,Active,532969,3198,2026-01-23,2025-04-06,21,False,4,87,25379.47619047619,84160.0,470.0,457.0,13.0,2.0,0.9723404255319149,32034.75,72985.25,105020.0,3.0,0.6949652447152923,0.3050347552847077,True,False,False,"['Call dealer', 'Follow up for collection']",53.7566664893617
DLR1265,Dealer_1265,Assam,Kolkata,21,Active,269278,1539,2026-01-16,2025-04-09,10,False,4,94,26927.8,43680.0,260.0,254.0,6.0,1.0,0.9769230769230769,32708.13,48403.869999999995,81112.0,2.0,0.5967535013314922,0.40324649866850776,True,False,False,"['Call dealer', 'Follow up for collection']",53.73235146153846
DLR1092,Dealer_1092,Maharashtra,Bhubaneswar,35,Active,471715,2861,2026-02-15,2025-04-05,17,False,4,64,27747.941176470587,17363.0,97.0,93.0,4.0,1.0,0.9587628865979382,28477.58,42876.42,71354.0,3.0,0.6008972166942288,0.39910278330577126,True,False,False,"['Call dealer', 'Follow up for collection']",53.67250026804123
DLR1306,Dealer_1306,Bihar,Ahmedabad,35,Active,480103,2984,2026-02-14,2025-04-03,21,False,4,65,22862.04761904762,25592.0,176.0,154.0,22.0,2.0,0.875,10949.15,29669.85,40619.0,1.0,0.7304426499913833,0.26955735000861664,True,False,False,"['Call dealer', 'Follow up for collection']",53.594915
DLR1120,Dealer_1120,Assam,Ahmedabad,14,Active,394596,2482,2026-03-20,2025-05-09,17,False,4,31,23211.529411764706,40656.0,242.0,234.0,8.0,1.0,0.9669421487603306,27941.46,40361.54,68303.0,2.0,0.590918993309225,0.4090810066907749,True,False,False,"['Call dealer', 'Follow up for collection']",53.45530302479339
DLR1427,Dealer_1427,Odisha,Nagpur,21,Active,300354,1815,2025-12-24,2025-04-21,11,False,4,117,27304.909090909092,29892.0,159.0,141.0,18.0,1.0,0.8867924528301887,11412.43,23675.57,35088.0,2.0,0.6747483470132238,0.3252516529867761,True,False,False,"['Call dealer', 'Follow up for collection']",53.40539394339623
DLR1329,Dealer_1329,Odisha,Chennai,35,Active,373160,2324,2026-03-09,2025-04-11,14,False,4,42,26654.285714285714,0.0,,,0.0,0.0,0.0,33074.95,48303.05,81378.0,2.0,0.5935639853523066,0.40643601464769347,True,False,False,"['Call dealer', 'Follow up for collection']",53.307495
DLR1415,Dealer_1415,Odisha,Ranchi,14,Active,347712,2175,2026-02-23,2025-04-02,13,False,4,56,26747.076923076922,23355.0,135.0,116.0,19.0,1.0,0.8592592592592593,4825.87,8096.13,12922.0,1.0,0.6265384615384616,0.37346153846153846,True,False,False,"['Call dealer', 'Follow up for collection']",53.29740181481482
DLR1384,Dealer_1384,Bihar,Kolkata,14,Active,357657,2329,2026-03-17,2025-05-12,15,False,4,34,23843.8,0.0,,,0.0,0.0,0.0,32768.0,40975.0,73743.0,2.0,0.555645959616506,0.444354040383494,True,False,False,"['Call dealer', 'Follow up for collection']",53.2768
DLR1443,Dealer_1443,MP,Ahmedabad,14,Active,466482,2770,2026-03-15,2025-05-01,19,False,4,36,24551.684210526317,43621.0,241.0,229.0,12.0,1.0,0.950207468879668,22383.16,34077.840000000004,56461.0,2.0,0.6035642301765821,0.39643576982341794,True,False,False,"['Call dealer', 'Follow up for collection']",53.23416662240664
DLR1363,Dealer_1363,West Bengal,Jaipur,14,Active,226388,1419,2026-01-07,2025-05-01,10,False,4,103,22638.8,28551.0,200.0,169.0,31.0,2.0,0.845,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],53.1
DLR1444,Dealer_1444,West Bengal,Ranchi,35,Active,251748,1566,2026-02-19,2025-05-28,14,False,4,60,17982.0,25585.0,150.0,135.0,15.0,3.0,0.9,10777.82,54880.18,65658.0,4.0,0.8358490968351153,0.1641509031648847,True,False,False,['Call dealer'],53.077782
DLR1237,Dealer_1237,Jharkhand,Kolkata,21,Active,246115,1544,2026-02-04,2025-04-07,11,False,3,75,22374.090909090908,37782.0,244.0,212.0,32.0,2.0,0.8688524590163934,3623.03,6816.97,10440.0,1.0,0.6529664750957854,0.3470335249042146,True,False,False,"['Call dealer', 'Follow up for collection']",52.98525381967213
DLR1220,Dealer_1220,Rajasthan,Indore,35,Active,308597,2026,2026-03-14,2025-04-17,17,False,4,37,18152.764705882353,25622.0,169.0,153.0,16.0,2.0,0.9053254437869822,10914.65,22503.35,33418.0,1.0,0.6733900891734993,0.3266099108265007,True,False,False,"['Call dealer', 'Follow up for collection']",52.98495612426036
DLR1342,Dealer_1342,Rajasthan,Ahmedabad,35,Active,561142,3362,2026-02-23,2025-04-04,19,False,4,56,29533.78947368421,80081.0,489.0,483.0,6.0,2.0,0.9877300613496932,27381.010000000002,71378.99,98760.0,3.0,0.7227520251113811,0.2772479748886189,True,False,False,"['Call dealer', 'Follow up for collection']",52.98349977300614
DLR1102,Dealer_1102,Bihar,Jaipur,14,Active,552607,3337,2026-03-05,2025-04-04,24,False,4,46,23025.291666666668,70181.0,423.0,368.0,55.0,3.0,0.8699763593380615,3593.67,23133.33,26727.0,1.0,0.8655415871590527,0.13445841284094737,True,False,False,['Call dealer'],52.959839813238766
DLR1466,Dealer_1466,MP,Bengaluru,14,Active,385700,2330,2026-03-14,2025-04-08,13,False,4,37,29669.23076923077,5848.0,34.0,29.0,5.0,1.0,0.8529411764705882,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.94117647058824
DLR1119,Dealer_1119,Jharkhand,Ranchi,21,Active,489060,2927,2026-03-02,2025-04-23,16,False,4,49,30566.25,20272.0,112.0,106.0,6.0,1.0,0.9464285714285714,18648.03,41416.97,60065.0,2.0,0.6895358361774744,0.31046416382252556,True,False,False,"['Call dealer', 'Follow up for collection']",52.93623157142857
DLR1486,Dealer_1486,UP,Patna,35,Active,212166,1311,2026-03-04,2025-05-18,10,False,3,47,21216.6,18328.0,116.0,99.0,17.0,1.0,0.853448275862069,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.93103448275862
DLR1292,Dealer_1292,Karnataka,Jaipur,21,Active,527318,3243,2026-03-11,2025-04-14,22,False,4,40,23969.0,14796.0,108.0,96.0,12.0,1.0,0.8888888888888888,6813.26,20446.74,27260.0,1.0,0.7500638297872341,0.24993617021276596,True,False,False,"['Call dealer', 'Follow up for collection']",52.90354822222222
DLR1115,Dealer_1115,UP,Ahmedabad,35,Active,428131,2558,2026-02-01,2025-04-09,19,False,4,78,22533.21052631579,56618.0,319.0,290.0,29.0,2.0,0.9090909090909091,10716.32,18335.68,29052.0,2.0,0.6311331405755197,0.3688668594244802,True,False,False,"['Call dealer', 'Follow up for collection']",52.88981381818182
DLR1467,Dealer_1467,Maharashtra,Nagpur,14,Active,505624,3146,2026-03-14,2025-04-29,22,False,4,37,22982.909090909092,38266.0,272.0,240.0,32.0,2.0,0.8823529411764706,5315.77,9188.23,14504.0,1.0,0.633496276889134,0.366503723110866,True,False,False,"['Call dealer', 'Follow up for collection']",52.884518176470586
DLR1275,Dealer_1275,MP,Guwahati,35,Active,476342,2932,2026-03-17,2025-04-18,16,True,4,34,29771.375,21608.0,148.0,137.0,11.0,1.0,0.9256756756756757,13936.98,21702.02,35639.0,1.0,0.6089402059541513,0.3910597940458486,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",52.880184486486485
DLR1015,Dealer_1015,UP,Kolkata,21,Active,365343,2339,2026-03-18,2025-04-05,17,False,4,33,21490.764705882353,31185.0,231.0,215.0,16.0,1.0,0.9307359307359307,14798.77,33420.23,48219.0,2.0,0.6930925568759203,0.30690744312407975,True,False,False,"['Call dealer', 'Follow up for collection']",52.86515838528139
DLR1053,Dealer_1053,MP,Ranchi,14,Active,259277,1630,2026-03-11,2025-04-18,12,False,4,40,21606.416666666668,6090.0,42.0,36.0,6.0,1.0,0.8571428571428571,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.85714285714286
DLR1294,Dealer_1294,Odisha,Ahmedabad,35,Active,459832,2851,2026-03-18,2025-06-01,16,False,4,33,28739.5,38244.0,258.0,228.0,30.0,2.0,0.8837209302325582,4991.13,9084.87,14076.0,1.0,0.645415601023018,0.35458439897698213,True,False,False,"['Call dealer', 'Follow up for collection']",52.824694395348835
DLR1083,Dealer_1083,Gujarat,Guwahati,35,Active,440808,2688,2026-02-28,2025-04-11,21,False,4,51,20990.85714285714,30528.0,174.0,152.0,22.0,2.0,0.8735632183908046,2873.82,2814.18,5688.0,1.0,0.4947573839662447,0.5052426160337553,True,False,False,"['Call dealer', 'Follow up for collection']",52.81611763218391
DLR1209,Dealer_1209,West Bengal,Ahmedabad,35,Active,375002,2339,2026-03-08,2025-04-14,16,False,4,43,23437.625,24211.0,143.0,123.0,20.0,2.0,0.8601398601398601,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.7972027972028
DLR1243,Dealer_1243,Gujarat,Indore,35,Active,415396,2442,2026-03-09,2025-04-06,19,False,4,42,21862.947368421053,12410.0,73.0,68.0,5.0,1.0,0.9315068493150684,14137.37,20006.63,34144.0,1.0,0.585948629334583,0.4140513706654171,True,False,False,"['Call dealer', 'Follow up for collection']",52.78360001369863
DLR1046,Dealer_1046,Rajasthan,Guwahati,21,Active,311027,1799,2026-02-23,2025-05-11,12,False,3,56,25918.916666666668,70316.0,380.0,358.0,22.0,2.0,0.9421052631578948,16086.63,17951.37,34038.0,1.0,0.5273920324343381,0.47260796756566187,True,False,False,"['Call dealer', 'Follow up for collection']",52.7665577368421
DLR1030,Dealer_1030,Maharashtra,Indore,14,Active,251705,1514,2026-02-18,2025-06-04,11,False,3,61,22882.272727272728,46338.0,275.0,256.0,19.0,2.0,0.9309090909090909,13724.11,19522.89,33247.0,3.0,0.5872075676000842,0.4127924323999158,True,False,False,"['Call dealer', 'Follow up for collection']",52.75422918181818
DLR1343,Dealer_1343,Gujarat,Bhubaneswar,21,Active,513482,3284,2026-02-28,2025-04-08,19,False,4,51,27025.36842105263,133622.0,825.0,758.0,67.0,6.0,0.9187878787878788,11288.34,32068.66,43357.0,2.0,0.7396420416541735,0.26035795834582653,True,False,False,"['Call dealer', 'Follow up for collection']",52.75307642424242
DLR1484,Dealer_1484,Jharkhand,Indore,14,Active,500453,3161,2026-03-18,2025-04-03,18,True,4,33,27802.944444444445,92401.0,545.0,520.0,25.0,4.0,0.9541284403669725,17972.6,14499.4,32472.0,1.0,0.446520078837152,0.5534799211628479,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",52.71469119266055
DLR1136,Dealer_1136,MP,Ranchi,21,Active,478084,3013,2026-03-04,2025-04-14,17,False,4,47,28122.58823529412,50470.0,334.0,314.0,20.0,2.0,0.9401197604790419,14886.72,14183.28,29070.0,1.0,0.4879009287925697,0.5120990712074304,True,False,False,"['Call dealer', 'Follow up for collection']",52.686276790419164
DLR1331,Dealer_1331,Tamil Nadu,Ahmedabad,14,Active,448309,2692,2026-03-04,2025-05-22,16,False,4,47,28019.3125,48148.0,296.0,281.0,15.0,2.0,0.9493243243243243,16301.83,18658.17,34960.0,1.0,0.5337005148741418,0.4662994851258581,True,False,False,"['Call dealer', 'Follow up for collection']",52.64369651351352
DLR1242,Dealer_1242,Maharashtra,Chennai,35,Active,473375,3005,2026-01-18,2025-04-01,20,False,4,92,23668.75,53519.0,305.0,275.0,30.0,3.0,0.9016393442622951,6584.76,21673.24,28258.0,1.0,0.7669771392172129,0.2330228607827872,True,False,False,"['Call dealer', 'Follow up for collection']",52.625689114754095
DLR1448,Dealer_1448,Tamil Nadu,Indore,35,Active,378630,2355,2026-03-12,2025-04-03,17,False,4,39,22272.352941176472,49978.0,275.0,260.0,15.0,2.0,0.9454545454545454,15228.54,55759.46,70988.0,3.0,0.7854772637628895,0.21452273623711052,True,False,False,"['Call dealer', 'Follow up for collection']",52.613763090909096
DLR1439,Dealer_1439,Assam,Ranchi,35,Active,430620,2654,2026-03-07,2025-04-07,15,False,4,44,28708.0,22806.0,126.0,121.0,5.0,1.0,0.9603174603174603,17413.88,14878.12,32292.0,1.0,0.46073702465006816,0.539262975349932,True,False,False,"['Call dealer', 'Follow up for collection']",52.53503879365079
DLR1223,Dealer_1223,Maharashtra,Lucknow,14,Active,415760,2413,2026-02-11,2025-06-02,15,False,4,68,27717.333333333332,57618.0,360.0,331.0,29.0,3.0,0.9194444444444444,9237.56,34274.44,43512.0,1.0,0.7877008641294356,0.21229913587056443,True,False,False,"['Call dealer', 'Follow up for collection']",52.53486711111111
DLR1154,Dealer_1154,Assam,Kolkata,14,Active,467275,2890,2026-01-21,2025-04-02,19,False,4,89,24593.42105263158,32034.0,207.0,197.0,10.0,2.0,0.9516908212560387,15667.59,39982.409999999996,55650.0,2.0,0.7184619946091644,0.28153800539083557,True,False,False,"['Call dealer', 'Follow up for collection']",52.53294257487922
DLR1352,Dealer_1352,Jharkhand,Ahmedabad,14,Active,236217,1497,2026-03-17,2025-04-22,15,False,4,34,15747.8,32073.0,182.0,160.0,22.0,2.0,0.8791208791208791,485.6,3815.4,4301.0,1.0,0.8870960241804232,0.11290397581957685,True,False,False,['Call dealer'],52.46614241758242
DLR1079,Dealer_1079,Jharkhand,Guwahati,14,Active,545093,3490,2026-02-10,2025-04-14,24,False,4,69,22712.208333333332,45166.0,325.0,307.0,18.0,2.0,0.9446153846153846,13218.72,47411.28,60630.0,3.0,0.7819772389905987,0.21802276100940127,True,False,False,"['Call dealer', 'Follow up for collection']",52.4295643076923
DLR1449,Dealer_1449,Odisha,Chennai,35,Active,398911,2429,2025-11-11,2025-05-16,12,False,4,160,33242.583333333336,68832.0,456.0,430.0,26.0,3.0,0.9429824561403509,12802.82,36883.18,49686.0,1.0,0.7423254035341947,0.25767459646580526,True,False,False,"['Call dealer', 'Follow up for collection']",52.42063287719298
DLR1156,Dealer_1156,Karnataka,Lucknow,21,Active,415873,2540,2026-03-03,2025-06-12,15,False,4,48,27724.866666666665,74956.0,448.0,427.0,21.0,2.0,0.953125,14701.7,58056.3,72758.0,2.0,0.7979369966189286,0.2020630033810715,True,False,False,"['Call dealer', 'Follow up for collection']",52.40767
DLR1157,Dealer_1157,Rajasthan,Chennai,14,Active,445850,2726,2026-02-14,2025-04-07,17,False,4,65,26226.470588235294,0.0,,,0.0,0.0,0.0,23803.8,22195.2,45999.0,1.0,0.4825148372790713,0.5174851627209287,True,False,False,"['Call dealer', 'Follow up for collection']",52.38038
DLR1200,Dealer_1200,Odisha,Nagpur,21,Active,387486,2319,2026-03-12,2025-04-17,13,False,4,39,29806.615384615383,0.0,,,0.0,0.0,0.0,23550.66,48869.34,72420.0,2.0,0.6748044739022369,0.32519552609776303,True,False,False,"['Call dealer', 'Follow up for collection']",52.355066
DLR1368,Dealer_1368,Maharashtra,Kolkata,21,Active,435177,2789,2026-03-10,2025-04-18,18,False,4,41,24176.5,14842.0,82.0,76.0,6.0,1.0,0.926829268292683,8802.86,10105.14,18908.0,1.0,0.5344372752274169,0.4655627247725831,True,False,False,"['Call dealer', 'Follow up for collection']",52.34370063414634
DLR1423,Dealer_1423,Rajasthan,Kolkata,14,Active,465934,2853,2026-02-25,2025-04-04,23,False,4,54,20258.0,21692.0,137.0,121.0,16.0,2.0,0.8832116788321168,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.33576642335766
DLR1284,Dealer_1284,West Bengal,Guwahati,21,Active,398769,2485,2026-03-07,2025-04-05,15,False,4,44,26584.6,0.0,,,0.0,0.0,0.0,23295.21,49296.79,72592.0,3.0,0.6790939772977739,0.3209060227022261,True,False,False,"['Call dealer', 'Follow up for collection']",52.329521
DLR1274,Dealer_1274,Gujarat,Kolkata,35,Active,522843,3105,2026-03-11,2025-05-05,21,False,4,40,24897.285714285714,53163.0,360.0,353.0,7.0,2.0,0.9805555555555555,19343.79,46848.21,66192.0,3.0,0.7077624184191443,0.2922375815808557,True,False,False,"['Call dealer', 'Follow up for collection']",52.32326788888889
DLR1021,Dealer_1021,Maharashtra,Lucknow,21,Active,387721,2370,2026-03-03,2025-04-20,16,False,4,48,24232.5625,20280.0,130.0,115.0,15.0,1.0,0.8846153846153846,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.30769230769231
DLR1153,Dealer_1153,Maharashtra,Nagpur,21,Active,282299,1797,2026-01-25,2025-04-06,12,False,4,85,23524.916666666668,78644.0,508.0,469.0,39.0,3.0,0.9232283464566929,7606.85,32165.15,39772.0,1.0,0.8087385597908077,0.19126144020919242,True,False,False,['Call dealer'],52.29611807086614
DLR1145,Dealer_1145,Tamil Nadu,Ahmedabad,35,Active,481223,2916,2026-03-15,2025-04-08,20,False,4,36,24061.15,21672.0,126.0,123.0,3.0,1.0,0.9761904761904762,18170.52,16657.48,34828.0,2.0,0.47827839669231653,0.5217216033076835,True,False,False,"['Call dealer', 'Follow up for collection']",52.29324247619047
DLR1344,Dealer_1344,MP,Lucknow,35,Active,514396,3114,2026-03-17,2025-04-25,21,False,4,34,24495.04761904762,0.0,,,0.0,0.0,0.0,22889.95,18624.05,41514.0,1.0,0.4486209471503589,0.5513790528496411,True,False,False,"['Call dealer', 'Follow up for collection']",52.288995
DLR1303,Dealer_1303,West Bengal,Bhubaneswar,21,Active,475746,3061,2026-02-20,2025-04-10,21,False,4,59,22654.571428571428,60891.0,367.0,325.0,42.0,4.0,0.885558583106267,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.28882833787466
DLR1228,Dealer_1228,Assam,Chennai,14,Active,429614,2708,2026-03-06,2025-04-07,16,False,4,45,26850.875,30652.0,182.0,178.0,4.0,2.0,0.978021978021978,18434.23,72762.77,91197.0,3.0,0.7978636358652149,0.20213636413478514,True,False,False,"['Call dealer', 'Follow up for collection']",52.28298343956044
DLR1246,Dealer_1246,Maharashtra,Guwahati,21,Active,326153,1977,2026-03-14,2025-05-17,11,False,3,37,29650.272727272728,14608.0,88.0,78.0,10.0,1.0,0.8863636363636364,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.27272727272727
DLR1479,Dealer_1479,Jharkhand,Jaipur,21,Active,291761,1819,2026-03-09,2025-04-03,13,False,4,42,22443.153846153848,48846.0,284.0,264.0,20.0,2.0,0.9295774647887324,8476.47,21543.53,30020.0,1.0,0.7176392405063291,0.28236075949367084,True,False,False,"['Call dealer', 'Follow up for collection']",52.256097704225354
DLR1043,Dealer_1043,Rajasthan,Chennai,35,Active,224610,1338,2026-02-24,2025-05-24,12,False,4,55,18717.5,18515.0,115.0,103.0,12.0,1.0,0.8956521739130435,1607.23,4784.77,6392.0,1.0,0.7485560075093868,0.2514439924906133,True,False,False,"['Call dealer', 'Follow up for collection']",52.24767952173913
DLR1269,Dealer_1269,Karnataka,Indore,14,Active,395287,2510,2026-02-07,2025-04-14,19,False,4,72,20804.57894736842,0.0,,,0.0,0.0,0.0,22470.52,17694.48,40165.0,2.0,0.44054475289431094,0.5594552471056891,True,False,False,"['Call dealer', 'Follow up for collection']",52.247052
DLR1299,Dealer_1299,Jharkhand,Lucknow,35,Active,324568,2119,2026-03-14,2025-04-15,15,False,4,37,21637.866666666665,44549.0,296.0,270.0,26.0,3.0,0.9121621621621622,4841.21,26217.79,31059.0,1.0,0.8441285939663222,0.15587140603367783,True,False,False,['Call dealer'],52.24087775675676
DLR1006,Dealer_1006,Maharashtra,Kolkata,14,Active,509890,3061,2026-03-13,2025-04-22,19,False,4,38,26836.315789473683,43129.0,240.0,214.0,26.0,2.0,0.8916666666666667,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.166666666666664
DLR1346,Dealer_1346,Maharashtra,Ranchi,14,Active,365274,2164,2026-02-10,2025-06-21,13,False,4,69,28098.0,60766.0,397.0,378.0,19.0,2.0,0.9521410579345088,11854.71,8305.29,20160.0,1.0,0.41196875000000005,0.58803125,True,False,False,"['Call dealer', 'Follow up for collection']",52.142649841309826
DLR1199,Dealer_1199,Bihar,Patna,21,Active,339161,2153,2026-03-18,2025-04-07,15,False,4,33,22610.733333333334,70554.0,459.0,410.0,49.0,3.0,0.8932461873638344,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.13507625272331
DLR1091,Dealer_1091,Jharkhand,Bhubaneswar,14,Active,353197,2097,2026-02-22,2025-04-18,13,False,4,57,27169.0,52452.0,279.0,266.0,13.0,1.0,0.953405017921147,12026.05,17699.95,29726.0,1.0,0.595436654780327,0.40456334521967297,True,False,False,"['Call dealer', 'Follow up for collection']",52.13450464157706
DLR1355,Dealer_1355,Rajasthan,Nagpur,21,Active,332710,1985,2026-03-06,2025-05-25,15,False,4,45,22180.666666666668,26550.0,150.0,134.0,16.0,1.0,0.8933333333333333,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.13333333333333
DLR1406,Dealer_1406,Odisha,Bhubaneswar,14,Active,473848,2962,2026-02-11,2025-04-23,16,False,4,68,29615.5,67414.0,450.0,433.0,17.0,2.0,0.9622222222222222,13655.27,47188.729999999996,60844.0,2.0,0.7755691604759712,0.22443083952402867,True,False,False,"['Call dealer', 'Follow up for collection']",52.12108255555555
DLR1382,Dealer_1382,Jharkhand,Patna,35,Active,523066,3311,2026-03-16,2025-04-02,20,False,4,35,26153.3,0.0,,,0.0,0.0,0.0,21088.02,51355.979999999996,72444.0,3.0,0.7089059135332118,0.29109408646678814,True,False,False,"['Call dealer', 'Follow up for collection']",52.108802
DLR1408,Dealer_1408,Rajasthan,Bengaluru,21,Active,378695,2396,2026-03-19,2025-04-01,14,False,4,32,27049.64285714286,30951.0,171.0,153.0,18.0,1.0,0.8947368421052632,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.10526315789474
DLR1161,Dealer_1161,Maharashtra,Patna,21,Active,511171,3039,2026-03-17,2025-04-24,22,True,4,34,23235.045454545456,87513.0,504.0,483.0,21.0,3.0,0.9583333333333334,12477.11,8546.89,21024.0,1.0,0.4065301560121765,0.5934698439878234,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",52.08104433333334
DLR1076,Dealer_1076,Karnataka,Chennai,35,Active,318906,1899,2026-02-24,2025-05-03,13,False,4,55,24531.23076923077,30681.0,183.0,164.0,19.0,2.0,0.8961748633879781,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.076502732240435
DLR1438,Dealer_1438,Gujarat,Bhubaneswar,21,Active,413331,2528,2026-02-24,2025-04-17,15,False,4,55,27555.4,42620.0,281.0,252.0,29.0,3.0,0.896797153024911,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.06405693950178
DLR1494,Dealer_1494,Tamil Nadu,Bhubaneswar,21,Active,328319,2152,2025-12-28,2025-05-02,12,False,4,113,27359.916666666668,33272.0,237.0,219.0,18.0,2.0,0.9240506329113924,5431.120000000001,39312.880000000005,44744.0,2.0,0.8786179152512068,0.12138208474879315,True,False,False,['Call dealer'],52.062099341772154
DLR1277,Dealer_1277,West Bengal,Patna,35,Active,329834,2147,2026-03-09,2025-05-07,14,False,4,42,23559.571428571428,25785.0,191.0,175.0,16.0,1.0,0.9162303664921466,3830.6,21954.4,25785.0,1.0,0.8514407601318597,0.14855923986814037,True,False,False,['Call dealer'],52.05845267015707
DLR1127,Dealer_1127,Maharashtra,Patna,14,Active,479597,3028,2026-03-08,2025-04-01,20,False,4,43,23979.85,24402.0,166.0,149.0,17.0,1.0,0.8975903614457831,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.04819277108434
DLR1357,Dealer_1357,MP,Patna,21,Active,348885,2122,2026-03-05,2025-04-29,15,False,3,46,23259.0,26702.0,158.0,142.0,16.0,1.0,0.8987341772151899,0.0,,,0.0,0.0,0.0,True,False,False,['Call dealer'],52.0253164556962
